17
843 1986
361 10 582
484 950 557
511 799 95
684 204 212
350 729 633
219 672 103
661 78 241
711 222 645
840 501 625
596 485 867
282 336 842
131 25 551
509 259 494
681 29 295
653 499 744
435 99 753
732 643 622
199 906 513
393 754 965
373 679 734
265 561 487
297 529 277
554 504 312
506 820 816
238 638 589
501 924 815
116 224 677
199 63 230
83 180 970
8 788 640
320 394 795
765 71 494
284 936 908
622 507 734
163 332 769
462 500 370
84 937 864
483 853 46
888 563 94
511 920 113
468 297 636
349 16 715
897 532 403
811 675 221
28 699 889
773 873 419
11 168 536
39 860 717
283 919 202
467 455 928
861 136 263
175 28 475
429 484 256
240 178 73
298 565 798
642 851 68
153 953 22
909 278 792
555 483 699
553 437 443
507 582 465
66 793 985
874 867 309
312 581 907
140 51 40
159 610 418
56 392 140
75 79 982
543 864 134
887 924 889
378 322 1000
701 928 684
495 139 184
706 52 687
719 275 849
185 756 964
753 47 879
729 858 666
640 813 532
102 862 868
364 171 882
286 343 193
554 95 6
904 131 311
898 163 80
524 706 110
812 138 805
740 777 834
826 599 197
595 71 268
370 860 935
489 835 996
545 434 602
625 44 786
359 696 831
161 889 91
953 59 303
91 429 713
114 90 580
109 368 767
246 390 944
227 643 99
384 691 186
11 757 514
205 572 136
173 86 48
556 644 124
610 949 682
709 393 305
66 697 96
196 811 965
101 797 203
417 910 636
905 241 3
734 131 665
372 420 547
942 73 645
396 126 835
923 316 288
246 949 956
170 292 566
328 99 739
584 634 257
355 428 650
569 577 972
469 907 133
608 894 38
613 719 874
258 50 322
275 93 485
393 68 771
573 704 628
265 455 770
723 492 563
96 613 901
852 615 302
816 160 473
878 612 285
869 940 536
665 62 780
127 565 960
487 488 785
11 732 482
445 837 884
89 221 671
212 770 102
653 826 590
802 349 446
365 415 430
322 255 821
255 128 556
812 50 688
756 32 556
864 750 725
240 877 472
160 527 718
391 554 381
535 431 108
22 746 328
846 110 183
348 347 482
107 262 219
13 940 958
578 925 881
197 510 800
897 389 255
693 243 886
16 45 424
567 50 45
68 887 580
454 482 622
494 496 129
550 313 248
115 598 766
132 179 240
50 835 704
374 465 451
941 677 883
844 281 261
803 450 298
504 318 50
815 440 609
332 154 461
638 662 159
707 888 425
141 98 421
544 653 122
252 341 436
578 715 475
180 393 260
792 760 357
52 299 785
951 123 794
20 843 245
393 945 780
349 470 588
765 52 829
212 836 846
45 83 893
661 805 207
624 137 104
564 940 776
426 221 589
836 220 924
481 884 642
232 8 42
741 726 994
823 7 101
788 597 33
739 601 145
955 474 137
238 838 653
884 461 142
216 529 814
837 901 875
919 628 508
268 7 872
633 120 986
955 617 762
452 363 952
132 744 931
485 534 628
799 860 561
543 674 641
573 3 981
48 277 808
607 2 749
355 890 271
58 958 459
767 676 470
686 797 878
111 522 181
95 420 857
483 580 978
316 495 768
23 683 831
728 741 899
939 561 907
873 926 399
699 470 22
223 888 25
721 260 264
707 955 699
318 569 426
741 281 451
525 505 719
246 861 975
879 6 732
248 470 694
757 241 881
326 355 456
390 269 712
152 22 847
79 476 341
412 69 499
147 97 710
446 650 858
538 733 912
816 585 873
414 77 563
361 809 386
721 596 206
904 873 765
82 52 584
573 582 936
88 810 351
101 649 336
823 912 18
709 48 547
37 21 637
261 434 215
719 71 960
887 557 396
710 30 640
423 900 394
548 507 405
809 57 585
724 621 219
519 224 936
599 615 802
888 409 166
95 847 407
301 481 523
564 239 899
649 695 934
265 806 752
111 567 632
46 773 209
508 10 672
94 28 510
338 156 910
14 351 506
4 471 534
165 234 741
41 300 160
347 105 234
523 796 763
815 444 85
509 190 186
374 357 847
915 211 641
598 871 623
699 830 327
282 704 456
668 468 428
818 593 996
583 446 858
196 407 599
214 744 34
417 935 893
296 43 767
403 387 178
348 82 855
598 401 91
112 285 124
123 76 811
190 747 634
676 590 256
882 251 276
918 346 689
127 301 987
809 828 529
443 455 350
598 72 706
639 67 943
852 412 876
765 570 486
9 17 534
884 572 98
853 505 220
927 458 408
689 492 802
72 313 227
904 391 304
476 914 484
243 818 71
295 516 866
636 779 331
933 231 315
209 439 960
61 828 12
739 952 324
522 26 995
282 795 138
918 471 250
300 251 993
511 470 867
437 701 673
528 913 108
554 661 537
246 474 536
397 812 385
223 278 899
812 451 184
853 495 101
564 333 879
740 98 783
198 392 551
449 918 39
660 733 785
58 836 334
811 650 504
951 463 717
719 239 531
824 745 537
752 794 265
376 765 803
442 917 964
746 747 920
749 110 866
621 138 611
538 584 190
524 177 973
679 420 787
600 698 468
230 347 475
952 399 249
23 355 680
464 59 941
665 307 341
957 462 580
59 695 47
706 681 175
350 74 631
686 100 722
833 556 935
735 754 671
236 301 960
351 375 962
123 265 910
597 800 110
651 61 669
49 360 416
255 311 605
900 95 914
5 210 340
639 185 478
592 197 340
875 286 104
69 61 981
556 557 433
488 212 731
307 488 71
544 855 160
851 609 264
528 618 604
866 491 103
623 909 107
667 440 556
578 155 583
609 147 340
791 712 350
12 39 296
387 769 710
716 783 275
491 306 1
904 175 168
71 285 979
859 197 33
211 419 924
197 930 13
50 913 345
755 853 2
250 936 562
910 379 451
577 70 254
419 519 514
822 901 466
71 85 545
133 450 723
760 613 945
904 164 223
254 295 171
131 848 932
95 642 803
583 222 203
670 713 987
794 641 544
412 60 616
356 253 349
165 221 946
223 429 293
382 817 716
912 738 554
602 591 775
293 154 362
541 284 303
80 862 734
799 571 354
391 407 525
445 711 426
70 43 811
48 1 413
363 848 596
907 924 870
233 671 539
317 538 474
228 105 820
460 616 229
408 662 276
380 924 777
588 371 293
629 672 4
386 856 217
383 80 950
262 370 155
313 495 231
606 811 905
189 315 842
36 841 449
236 90 911
267 597 894
587 501 264
676 716 966
373 820 314
909 1790
501 563 449
498 406 651
472 167 743
743 206 57
376 442 123
364 214 886
459 213 285
222 430 955
393 279 503
552 167 788
438 879 108
383 190 17
200 882 296
275 477 117
351 196 693
11 86 406
140 261 791
817 465 553
291 818 635
701 816 950
133 803 984
617 370 796
51 537 900
250 734 227
368 473 231
176 38 284
408 332 163
38 57 500
590 624 259
281 536 584
705 529 727
758 110 66
552 646 541
257 13 442
576 138 247
533 775 177
129 312 811
874 649 526
296 847 911
587 601 704
272 634 26
369 505 488
99 687 445
900 876 498
74 905 124
559 756 247
606 40 497
492 114 752
450 557 379
594 114 667
668 575 762
766 292 999
639 824 379
598 45 26
740 377 394
179 525 275
7 704 2
12 653 324
694 897 708
563 527 232
84 671 329
303 388 568
766 330 636
598 838 707
811 759 847
249 469 459
840 462 172
36 856 688
824 13 926
859 91 502
852 502 332
716 85 522
90 623 815
594 21 998
402 22 273
135 372 709
419 362 510
606 508 95
397 173 761
862 551 653
703 322 424
333 485 748
587 185 997
69 297 437
50 500 420
778 729 42
420 246 196
786 234 908
279 467 664
133 907 564
623 883 331
330 403 768
644 894 82
474 410 827
898 264 118
360 238 92
348 516 968
72 765 298
764 348 323
592 889 721
292 600 163
86 434 222
395 403 489
896 230 433
3 299 768
400 223 947
747 826 724
737 59 152
686 487 171
401 615 829
432 288 519
888 248 989
143 25 218
512 69 266
650 780 676
463 364 451
798 692 617
358 439 982
481 821 373
54 588 218
353 514 158
627 110 551
536 825 185
569 321 522
451 73 409
114 196 844
441 562 106
893 139 334
716 779 180
703 174 166
902 768 325
665 588 381
538 133 681
290 186 234
726 767 659
438 723 743
738 199 845
215 203 452
680 416 844
825 708 93
532 289 694
329 461 317
43 239 91
824 631 677
717 585 410
745 678 911
712 849 480
802 337 720
471 895 466
197 439 363
315 362 543
909 900 760
337 733 789
5 257 491
827 431 927
877 717 679
50 296 328
864 146 478
577 778 757
279 409 525
832 416 96
83 865 30
409 492 136
720 337 323
414 133 136
880 180 346
249 221 559
201 192 334
806 648 762
262 445 344
809 667 573
409 122 398
882 733 79
551 147 790
595 572 750
407 409 445
836 489 253
178 588 695
114 373 201
146 148 999
876 571 518
144 575 483
70 251 641
457 107 644
87 829 347
843 20 711
766 554 585
902 763 981
64 785 500
445 371 289
516 709 367
463 668 892
204 351 168
518 403 807
589 876 372
216 249 479
852 43 528
491 405 849
143 667 396
107 904 285
292 671 89
231 637 969
857 645 362
479 153 149
382 21 581
763 902 959
716 733 726
795 320 189
237 271 797
653 270 135
828 276 605
732 450 917
660 2 437
730 585 795
242 684 191
588 803 933
59 103 268
38 805 786
302 47 825
666 75 947
463 604 885
645 785 11
43 636 129
2 821 763
34 95 136
18 409 338
796 535 125
533 784 488
613 168 587
825 18 828
19 244 464
789 459 481
606 618 700
253 596 35
628 58 483
389 854 346
602 466 413
825 61 974
104 434 587
1 335 283
905 832 239
612 293 221
905 810 995
199 864 334
585 605 776
904 34 130
549 66 172
838 672 364
835 607 636
695 368 522
492 509 77
884 202 374
239 829 896
351 499 672
541 775 351
812 599 37
250 533 879
521 899 638
462 83 874
543 416 249
107 610 831
148 647 178
718 311 499
48 270 299
307 18 126
610 598 756
833 150 71
160 153 278
439 98 121
324 659 645
829 411 80
184 550 462
479 349 118
200 694 702
284 375 788
339 90 742
78 322 560
666 654 562
510 485 917
671 771 783
419 228 331
255 81 575
552 390 927
509 668 915
86 329 250
240 306 468
775 417 816
251 583 754
896 826 920
506 644 691
260 531 12
540 31 893
771 678 610
225 332 513
746 121 880
263 622 894
708 286 696
322 507 901
513 509 522
460 778 444
101 245 897
587 61 692
610 908 312
334 499 474
572 648 610
312 413 613
326 798 434
675 728 288
222 69 736
445 142 397
848 827 569
715 369 949
774 326 443
1 168 638
235 48 583
604 134 610
177 548 476
195 788 410
838 639 123
402 420 79
870 571 464
264 246 273
222 573 140
343 669 611
484 438 680
637 464 198
667 797 433
349 151 553
879 470 99
118 849 826
287 132 94
51 484 216
72 740 832
157 775 849
212 475 422
102 895 962
595 122 167
657 420 331
279 687 525
907 58 706
509 567 409
404 188 829
674 681 572
647 637 609
831 93 238
722 32 522
259 526 219
413 528 262
185 461 788
358 451 639
488 116 54
155 178 96
868 638 983
617 233 593
371 381 254
402 569 826
614 54 682
482 405 921
116 386 807
235 642 99
604 839 560
804 241 813
202 1 865
756 364 968
900 714 36
33 71 956
454 154 67
830 190 460
275 241 433
191 778 340
536 867 514
696 398 561
778 279 322
435 459 151
529 164 208
191 807 265
81 735 254
463 437 155
748 185 761
449 579 569
264 795 702
23 165 811
400 638 255
346 903 534
473 615 78
623 77 659
519 537 643
493 859 685
460 878 531
317 620 530
909 889 955
291 605 700
658 644 791
143 818 234
308 508 349
350 99 301
693 501 680
517 18 90
439 162 611
900 270 202
372 406 801
499 194 965
842 760 182
82 807 335
750 249 649
450 44 331
334 658 763
91 768 586
343 249 358
696 156 664
904 272 439
609 674 76
361 697 443
665 508 542
224 157 99
240 362 191
851 209 357
783 398 197
249 8 763
70 160 111
795 355 969
729 804 328
676 593 805
369 318 199
407 163 927
103 431 814
743 373 276
556 217 825
361 904 3
157 624 750
787 879 513
451 694 508
369 314 616
62 122 501
231 443 459
762 109 715
594 234 757
143 774 930
141 318 919
228 584 407
219 360 540
314 273 215
183 339 306
150 82 206
602 782 281
456 823 910
800 746 122
491 507 979
903 489 154
851 9 409
73 804 474
5 857 242
599 778 427
19 362 49
561 253 946
273 854 521
800 771 768
721 459 489
170 112 750
33 576 200
311 375 926
435 130 600
660 443 790
574 826 386
666 644 160
570 224 157
568 882 663
875 305 716
376 716 940
128 423 187
162 401 509
909 89 979
152 566 984
55 883 358
577 303 902
809 606 678
74 669 933
530 149 232
596 356 24
777 137 122
290 545 788
591 145 97
767 627 874
163 55 489
350 288 386
638 531 810
358 542 940
415 217 736
284 643 205
198 185 24
15 226 880
894 317 700
13 587 324
653 543 195
732 58 887
872 44 284
604 907 782
412 140 877
428 88 880
739 43 429
895 475 848
334 529 994
443 403 62
878 751 729
531 616 836
327 23 874
738 808 370
807 784 372
863 258 870
507 487 820
772 780 231
333 94 570
347 283 697
745 117 709
362 130 733
297 492 498
54 384 785
433 587 882
706 234 228
653 860 244
160 592 676
585 835 621
729 222 396
479 854 375
34 76 610
867 112 913
399 448 588
526 887 239
72 542 671
264 294 885
325 415 585
231 453 434
571 473 910
530 143 232
82 833 126
16 500 286
590 301 582
46 908 137
153 873 286
319 62 694
260 534 343
706 184 503
38 216 17
298 397 246
887 420 758
128 777 795
556 494 963
641 670 861
431 786 193
680 518 639
562 570 866
672 535 867
256 245 653
523 473 681
92 91 82
393 439 769
405 450 188
56 270 48
867 53 622
858 756 598
649 399 376
683 289 627
241 739 556
454 24 719
618 146 738
170 234 272
545 218 521
398 92 355
512 221 722
438 710 86
428 692 57
745 286 751
117 2 325
503 413 342
382 107 860
66 832 309
275 470 715
199 690 13
837 152 572
220 415 700
669 822 306
759 157 265
191 894 840
589 121 176
873 757 969
282 374 181
78 325 893
614 26 141
413 578 440
183 169 858
404 869 612
413 78 968
114 406 163
780 504 795
227 349 932
624 832 496
136 277 341
325 644 315
811 512 527
432 733 124
279 372 997
615 205 173
386 365 933
335 598 877
838 740 6
34 191 322
536 690 273
477 384 737
462 42 923
587 218 40
903 342 186
6 18 818
618 720 371
511 198 378
183 821 382
738 295 528
458 652 804
213 592 72
228 113 561
375 395 134
712 440 856
668 269 731
225 848 233
531 497 172
634 60 379
770 691 880
377 597 707
95 185 889
844 120 842
365 840 567
451 664 849
527 880 174
217 624 973
740 840 530
210 462 216
655 855 738
841 26 290
864 630 850
291 204 680
673 862 494
675 818 690
281 294 707
401 803 898
247 143 866
308 180 125
493 4 333
224 422 465
297 586 143
233 670 791
870 848 126
268 352 680
356 532 446
566 671 342
267 907 616
357 275 825
727 489 622
684 190 150
454 50 841
693 525 264
85 636 92
434 247 381
163 763 184
289 362 557
549 196 315
907 437 974
594 671 367
851 668 104
193 184 834
442 63 63
291 140 489
628 704 417
317 235 67
403 138 765
466 469 324
886 606 399
72 93 280
583 484 730
434 270 790
618 247 94
75 483 633
283 747 630
520 908 565
434 801 525
825 383 945
205 776 409
260 232 454
784 388 843
70 740 58
361 549 985
43 695 73
182 10 173
176 117 923
489 201 252
663 252 250
394 847 480
374 387 821
672 630 735
346 589 411
415 732 512
677 267 190
266 377 285
154 128 707
407 720 986
172 581 5
520 821 862
298 847 425
351 667 517
896 613 571
235 106 262
289 601 826
236 389 904
610 799 503
135 625 565
293 698 516
662 413 889
96 105 111
713 252 958
669 240 626
694 390 104
138 271 999
661 305 753
524 61 818
169 824 868
366 546 372
672 46 272
64 480 93
97 560 705
518 684 59
302 552 524
451 16 403
902 57 803
496 252 26
689 433 357
859 808 666
538 899 181
58 625 702
54 372 934
657 684 159
69 93 841
694 451 820
183 728 254
661 737 475
157 108 579
801 200 490
829 658 423
11 884 6
101 873 168
397 624 834
676 336 107
463 776 119
231 83 834
724 496 974
243 797 399
797 761 310
96 35 622
87 653 236
334 140 487
554 351 476
167 222 169
190 557 686
685 505 208
756 246 29
87 562 733
280 39 680
526 541 482
493 537 463
81 890 303
531 672 198
378 887 699
240 647 633
235 229 832
611 602 888
233 467 497
595 167 202
76 103 153
92 69 434
264 849 456
639 350 188
603 553 487
26 621 108
400 713 713
526 408 190
253 711 356
298 838 472
897 595 472
468 548 916
445 784 964
457 115 996
68 694 391
474 522 379
273 24 567
551 627 396
82 362 55
591 651 666
857 660 366
534 71 622
67 89 158
815 56 359
898 857 767
834 654 639
153 19 161
782 144 283
383 676 671
531 822 208
646 760 874
333 409 496
736 757 931
666 230 347
30 644 380
902 474 744
91 425 922
708 531 204
380 35 527
151 518 722
740 282 491
66 885 96
610 894 584
768 169 630
582 722 879
531 475 229
153 524 613
533 503 973
740 244 446
215 605 469
176 583 352
877 20 578
739 784 562
571 598 585
606 509 918
478 464 711
658 634 926
733 477 534
655 307 62
82 124 197
556 803 908
360 684 123
600 345 655
438 817 820
247 335 558
590 7 642
734 765 76
653 808 774
509 114 333
334 6 270
679 893 4
440 790 327
793 189 691
33 19 687
652 818 48
280 671 907
423 838 850
278 579 759
637 891 830
91 470 218
836 767 330
183 204 811
549 575 325
576 122 75
125 412 269
793 416 112
670 170 46
837 375 490
598 748 360
595 85 919
513 500 286
119 76 407
559 165 90
431 900 339
216 754 563
452 390 146
329 780 389
175 503 519
265 13 468
566 682 145
670 337 359
191 454 733
437 380 103
542 247 698
148 524 502
589 905 10
386 542 683
891 586 501
113 886 429
31 162 139
417 141 223
757 865 414
21 380 777
750 342 647
478 370 125
753 288 701
687 206 553
508 101 847
180 553 479
455 294 124
526 334 903
625 568 884
839 147 676
370 589 179
573 415 914
54 219 196
728 456 357
131 737 524
816 198 748
409 58 396
476 25 325
586 261 205
709 512 379
831 521 137
26 739 330
650 596 395
685 38 576
7 186 621
702 445 268
121 93 94
881 360 545
802 124 743
603 609 65
27 443 101
14 774 762
686 791 74
693 716 987
484 755 803
274 360 838
190 372 239
815 777 941
536 282 601
393 316 766
476 451 664
497 655 737
482 657 809
477 32 580
379 71 545
846 401 369
664 247 428
564 245 670
878 99 275
695 748 742
81 856 604
613 691 409
472 521 716
186 893 225
649 481 835
203 843 158
472 368 521
244 312 854
34 892 168
99 778 261
409 477 907
825 250 416
667 568 19
617 150 584
394 157 871
343 17 544
697 524 620
81 159 387
478 323 71
800 84 853
73 321 994
56 518 476
250 394 154
278 373 673
617 301 43
239 661 838
646 421 528
38 584 986
830 524 927
863 382 794
204 167 427
402 873 278
370 887 866
587 906 134
346 745 766
605 526 995
594 372 831
438 135 315
427 668 426
145 481 792
450 584 266
536 227 124
575 827 993
493 734 835
548 744 769
892 474 411
507 508 412
580 668 21
387 906 691
859 444 635
782 732 662
756 731 242
679 84 744
47 524 827
894 625 312
782 550 854
789 904 148
489 683 934
323 244 114
512 75 396
558 474 647
378 848 658
198 814 624
501 809 22
684 376 998
648 495 159
121 676 708
418 390 638
753 833 327
692 596 762
506 902 316
130 619 30
881 246 858
206 467 7
265 737 447
491 203 308
289 704 192
900 208 634
640 542 893
838 497 163
190 301 159
770 619 352
12 800 320
108 437 705
238 873 758
887 19 304
555 639 924
174 215 189
563 654 964
267 141 316
721 528 648
98 90 286
638 112 357
875 385 581
264 101 67
208 515 479
251 417 411
61 808 359
809 67 606
132 476 786
382 767 388
260 262 405
707 321 957
246 733 888
880 564 659
345 720 390
333 84 191
248 456 24
621 747 990
503 720 792
410 471 875
583 473 835
889 749 291
500 382 563
408 275 541
838 636 3
596 214 662
64 897 512
